 NPOZ,NLIM,MEAN1,MEAN2,P,B,M1DM2,NLIM1,B1,N100MB,PN,PP,BPN,BPP,UNK1,UNK2
   36 ,  2  ,     80.0000   ,      15.00,      249085,  13.84,    5.33,   2,  13.84,  86.16,   3275,   1493280,   0.19,  85.97,     10000,      8296
   36 ,  2  ,     90.0000   ,      15.00,      268400,  14.91,    6.00,   2,  14.91,  85.09,   3040,   1479780,   0.17,  84.91,     10000,      8221
   36 ,  2  ,    100.0000   ,      15.00,      291860,  16.21,    6.67,   2,  16.21,  83.79,   3700,   1458360,   0.21,  83.57,     10000,      8102
   36 ,  2  ,     10.0000   ,      17.00,       53630,   2.98,    0.59,   2,   2.98,  97.02,    190,   1699380,   0.01,  97.01,     10000,      9441
   36 ,  2  ,     20.0000   ,      17.00,       79455,   4.41,    1.18,   2,   4.41,  95.59,    645,   1670040,   0.04,  95.55,     10000,      9278
   36 ,  2  ,     30.0000   ,      17.00,      103165,   5.73,    1.76,   2,   5.73,  94.27,   1055,   1648980,   0.06,  94.21,     10000,      9161
   36 ,  2  ,     40.0000   ,      17.00,      118900,   6.61,    2.35,   2,   6.61,  93.39,   1340,   1633680,   0.08,  93.32,     10000,      9076
   36 ,  2  ,     50.0000   ,      17.00,      160430,   8.91,    2.94,   2,   8.91,  91.09,   1930,   1589040,   0.11,  90.98,     10000,      8828
   36 ,  2  ,     60.0000   ,      17.00,      176885,   9.83,    3.53,   2,   9.83,  90.17,   2215,   1577700,   0.13,  90.05,     10000,      8765
   36 ,  2  ,     70.0000   ,      17.00,      201655,  11.20,    4.12,   2,  11.20,  88.80,   2645,   1551420,   0.15,  88.65,     10000,      8619
   36 ,  2  ,     80.0000   ,      17.00,      224420,  12.47,    4.71,   2,  12.47,  87.53,   2920,   1517580,   0.17,  87.36,     10000,      8431
   36 ,  2  ,     90.0000   ,      17.00,      240040,  13.34,    5.29,   2,  13.34,  86.66,   2780,   1514700,   0.16,  86.51,     10000,      8415
   36 ,  2  ,    100.0000   ,      17.00,      266245,  14.79,    5.88,   2,  14.79,  85.21,   3395,   1484460,   0.19,  85.01,     10000,      8247
   36 ,  2  ,     10.0000   ,      19.00,       50220,   2.79,    0.53,   2,   2.79,  97.21,    180,   1702260,   0.01,  97.20,     10000,      9457
   36 ,  2  ,     20.0000   ,      19.00,       70890,   3.94,    1.05,   2,   3.94,  96.06,    570,   1686240,   0.03,  96.03,     10000,      9368
   36 ,  2  ,     30.0000   ,      19.00,       93020,   5.17,    1.58,   2,   5.17,  94.83,    940,   1658880,   0.05,  94.78,     10000,      9216
   36 ,  2  ,     40.0000   ,      19.00,      106965,   5.94,    2.11,   2,   5.94,  94.06,   1215,   1650780,   0.07,  93.99,     10000,      9171
   36 ,  2  ,     50.0000   ,      19.00,      147600,   8.20,    2.63,   2,   8.20,  91.80,   1800,   1600740,   0.10,  91.70,     10000,      8893
   36 ,  2  ,     60.0000   ,      19.00,      161635,   8.98,    3.16,   2,   8.98,  91.02,   1985,   1596060,   0.11,  90.91,     10000,      8867
   36 ,  2  ,     70.0000   ,      19.00,      181200,  10.07,    3.68,   2,  10.07,  89.93,   2400,   1576620,   0.14,  89.80,     10000,      8759
   36 ,  2  ,     80.0000   ,      19.00,      202055,  11.23,    4.21,   2,  11.23,  88.77,   2605,   1542060,   0.15,  88.63,     10000,      8567
   36 ,  2  ,     90.0000   ,      19.00,      217285,  12.07,    4.74,   2,  12.07,  87.93,   2495,   1539900,   0.14,  87.79,     10000,      8555
   36 ,  2  ,    100.0000   ,      19.00,      246535,  13.70,    5.26,   2,  13.70,  86.30,   3125,   1509480,   0.18,  86.13,     10000,      8386
   36 ,  3  ,     10.0000   ,       1.00,      433780,  24.10,   10.00,   3,  24.10,  75.90,   4880,   1043100,   0.35,  75.55,     10000,      5795
   36 ,  3  ,     20.0000   ,       1.00,      643745,  35.76,   20.00,   3,  35.76,  64.24,  13615,    866340,   0.99,  63.24,     10000,      4813
   36 ,  3  ,     30.0000   ,       1.00,      778035,  43.22,   30.00,   3,  43.22,  56.78,  18465,    765000,   1.34,  55.44,     10000,      4250
   36 ,  3  ,     40.0000   ,       1.00,      897390,  49.85,   40.00,   3,  49.85,  50.15,  22590,    670500,   1.63,  48.51,     10000,      3725
   36 ,  3  ,     50.0000   ,       1.00,      983900,  54.66,   50.00,   3,  54.66,  45.34,  25000,    601380,   1.81,  43.53,     10000,      3341
   36 ,  3  ,     60.0000   ,       1.00,     1059415,  58.86,   60.00,   3,  58.86,  41.14,  27605,    540720,   2.00,  39.15,     10000,      3004
   36 ,  3  ,     70.0000   ,       1.00,     1111900,  61.77,   70.00,   3,  61.77,  38.23,  29480,    501300,   2.12,  36.10,     10000,      2785
   36 ,  3  ,     80.0000   ,       1.00,     1149510,  63.86,   80.00,   3,  63.86,  36.14,  32370,    472500,   2.32,  33.82,     10000,      2625
   36 ,  3  ,     90.0000   ,       1.00,     1202465,  66.80,   90.00,   3,  66.80,  33.20,  32695,    429840,   2.35,  30.85,     10000,      2388
   36 ,  3  ,    100.0000   ,       1.00,     1237800,  68.77,  100.00,   3,  68.77,  31.23,  33900,    401760,   2.43,  28.80,     10000,      2232
   36 ,  3  ,     10.0000   ,       3.00,      202920,  11.27,    3.33,   3,  11.27,  88.73,   2280,   1446300,   0.14,  88.59,     10000,      8035
   36 ,  3  ,     20.0000   ,       3.00,      339055,  18.84,    6.67,   3,  18.84,  81.16,   7265,   1309860,   0.45,  80.72,     10000,      7277
   36 ,  3  ,     30.0000   ,       3.00,      415035,  23.06,   10.00,   3,  23.06,  76.94,   9585,   1245960,   0.59,  76.36,     10000,      6922
   36 ,  3  ,     40.0000   ,       3.00,      525245,  29.18,   13.33,   3,  29.18,  70.82,  13135,   1139400,   0.81,  70.01,     10000,      6330
   36 ,  3  ,     50.0000   ,       3.00,      609405,  33.86,   16.67,   3,  33.86,  66.14,  15555,   1056780,   0.96,  65.18,     10000,      5871
   36 ,  3  ,     60.0000   ,       3.00,      690935,  38.39,   20.00,   3,  38.39,  61.61,  18265,    979560,   1.13,  60.49,     10000,      5442
   36 ,  3  ,     70.0000   ,       3.00,      710295,  39.46,   23.33,   3,  39.46,  60.54,  18705,    969120,   1.15,  59.39,     10000,      5384
   36 ,  3  ,     80.0000   ,       3.00,      774665,  43.04,   26.67,   3,  43.04,  56.96,  21835,    904320,   1.34,  55.62,     10000,      5024
   36 ,  3  ,     90.0000   ,       3.00,      800480,  44.47,   30.00,   3,  44.47,  55.53,  21580,    887940,   1.32,  54.21,     10000,      4933
   36 ,  3  ,    100.0000   ,       3.00,      844070,  46.89,   33.33,   3,  46.89,  53.11,  23350,    846900,   1.42,  51.68,     10000,      4705
   36 ,  3  ,     10.0000   ,       5.00,      127845,   7.10,    2.00,   3,   7.10,  92.90,   1395,   1576440,   0.08,  92.82,     10000,      8758
   36 ,  3  ,     20.0000   ,       5.00,      233520,  12.97,    4.00,   3,  12.97,  87.03,   4980,   1461420,   0.30,  86.73,     10000,      8119
   36 ,  3  ,     30.0000   ,       5.00,      280480,  15.58,    6.00,   3,  15.58,  84.42,   6440,   1426500,   0.38,  84.04,     10000,      7925
   36 ,  3  ,     40.0000   ,       5.00,      358855,  19.94,    8.00,   3,  19.94,  80.06,   9065,   1348020,   0.53,  79.53,     10000,      7489
   36 ,  3  ,     50.0000   ,       5.00,      428125,  23.78,   10.00,   3,  23.78,  76.22,  10715,   1279620,   0.63,  75.58,     10000,      7109
   36 ,  3  ,     60.0000   ,       5.00,      505920,  28.11,   12.00,   3,  28.11,  71.89,  13560,   1198620,   0.80,  71.09,     10000,      6659
   36 ,  3  ,     70.0000   ,       5.00,      531920,  29.55,   14.00,   3,  29.55,  70.45,  14200,   1177200,   0.84,  69.61,     10000,      6540
   36 ,  3  ,     80.0000   ,       5.00,      581555,  32.31,   16.00,   3,  32.31,  67.69,  16585,   1128780,   0.98,  66.71,     10000,      6271
   36 ,  3  ,     90.0000   ,       5.00,      609245,  33.85,   18.00,   3,  33.85,  66.15,  16255,   1105560,   0.96,  65.19,     10000,      6142
   36 ,  3  ,    100.0000   ,       5.00,      634095,  35.23,   20.00,   3,  35.23,  64.77,  17325,   1081080,   1.02,  63.75,     10000,      6006
   36 ,  3  ,     10.0000   ,       7.00,       95115,   5.28,    1.43,   3,   5.28,  94.72,   1005,   1630980,   0.06,  94.66,     10000,      9061
   36 ,  3  ,     20.0000   ,       7.00,      175020,   9.72,    2.86,   3,   9.72,  90.28,   3720,   1540980,   0.22,  90.06,     10000,      8561
   36 ,  3  ,     30.0000   ,       7.00,      213310,  11.85,    4.29,   3,  11.85,  88.15,   4850,   1515960,   0.28,  87.87,     10000,      8422
   36 ,  3  ,     40.0000   ,       7.00,      273285,  15.18,    5.71,   3,  15.18,  84.82,   6975,   1454040,   0.40,  84.41,     10000,      8078
   36 ,  3  ,     50.0000   ,       7.00,      316160,  17.56,    7.14,   3,  17.56,  82.44,   7840,   1414080,   0.45,  81.98,     10000,      7856
   36 ,  3  ,     60.0000   ,       7.00,      402445,  22.36,    8.57,   3,  22.36,  77.64,  10835,   1320840,   0.63,  77.01,     10000,      7338
   36 ,  3  ,     70.0000   ,       7.00,      433145,  24.06,   10.00,   3,  24.06,  75.94,  11635,   1293120,   0.68,  75.26,     10000,      7184
   36 ,  3  ,     80.0000   ,       7.00,      460345,  25.57,   11.43,   3,  25.57,  74.43,  13415,   1264860,   0.78,  73.64,     10000,      7027
   36 ,  3  ,     90.0000   ,       7.00,      475940,  26.44,   12.86,   3,  26.44,  73.56,  12760,   1253160,   0.74,  72.82,     10000,      6962
   36 ,  3  ,    100.0000   ,       7.00,      509760,  28.32,   14.29,   3,  28.32,  71.68,  13860,   1223460,   0.80,  70.88,     10000,      6797
   36 ,  3  ,     10.0000   ,       9.00,       77095,   4.28,    1.11,   3,   4.28,  95.72,    845,   1659420,   0.05,  95.67,     10000,      9219
   36 ,  3  ,     20.0000   ,       9.00,      144025,   8.00,    2.22,   3,   8.00,  92.00,   3035,   1586880,   0.18,  91.82,     10000,      8816
   36 ,  3  ,     30.0000   ,       9.00,      172215,   9.57,    3.33,   3,   9.57,  90.43,   4005,   1562940,   0.23,  90.20,     10000,      8683
   36 ,  3  ,     40.0000   ,       9.00,      212915,  11.83,    4.44,   3,  11.83,  88.17,   5605,   1526940,   0.32,  87.85,     10000,      8483
   36 ,  3  ,     50.0000   ,       9.00,      259655,  14.43,    5.56,   3,  14.43,  85.57,   6385,   1479960,   0.37,  85.21,     10000,      8222
   36 ,  3  ,     60.0000   ,       9.00,      326020,  18.11,    6.67,   3,  18.11,  81.89,   8600,   1411200,   0.50,  81.39,     10000,      7840
   36 ,  3  ,     70.0000   ,       9.00,      355170,  19.73,    7.78,   3,  19.73,  80.27,   9690,   1378260,   0.56,  79.71,     10000,      7657
   36 ,  3  ,     80.0000   ,       9.00,      380055,  21.11,    8.89,   3,  21.11,  78.89,  11265,   1358460,   0.65,  78.24,     10000,      7547
   36 ,  3  ,     90.0000   ,       9.00,      408910,  22.72,   10.00,   3,  22.72,  77.28,  10850,   1326060,   0.63,  76.66,     10000,      7367
   36 ,  3  ,    100.0000   ,       9.00,      427940,  23.77,   11.11,   3,  23.77,  76.23,  11440,   1308420,   0.66,  75.56,     10000,      7269
   36 ,  3  ,     10.0000   ,      11.00,       62560,   3.48,    0.91,   3,   3.48,  96.52,    620,   1685520,   0.04,  96.49,     10000,      9364
   36 ,  3  ,     20.0000   ,      11.00,      124840,   6.94,    1.82,   3,   6.94,  93.06,   2600,   1618380,   0.15,  92.92,     10000,      8991
   36 ,  3  ,     30.0000   ,      11.00,      143335,   7.96,    2.73,   3,   7.96,  92.04,   3365,   1605780,   0.19,  91.84,     10000,      8921
   36 ,  3  ,     40.0000   ,      11.00,      179400,   9.97,    3.64,   3,   9.97,  90.03,   4740,   1571940,   0.27,  89.76,     10000,      8733
   36 ,  3  ,     50.0000   ,      11.00,      213480,  11.86,    4.55,   3,  11.86,  88.14,   5220,   1536300,   0.30,  87.84,     10000,      8535
   36 ,  3  ,     60.0000   ,      11.00,      274910,  15.27,    5.45,   3,  15.27,  84.73,   7150,   1460880,   0.41,  84.31,     10000,      8116
   36 ,  3  ,     70.0000   ,      11.00,      309010,  17.17,    6.36,   3,  17.17,  82.83,   8510,   1435860,   0.49,  82.34,     10000,      7977
   36 ,  3  ,     80.0000   ,      11.00,      330015,  18.33,    7.27,   3,  18.33,  81.67,   9825,   1414440,   0.56,  81.10,     10000,      7858
   36 ,  3  ,     90.0000   ,      11.00,      346220,  19.23,    8.18,   3,  19.23,  80.77,   9100,   1405800,   0.52,  80.25,     10000,      7810
   36 ,  3  ,    100.0000   ,      11.00,      380550,  21.14,    9.09,   3,  21.14,  78.86,  10050,   1367640,   0.58,  78.28,     10000,      7598
   36 ,  3  ,     10.0000   ,      13.00,       51705,   2.87,    0.77,   3,   2.87,  97.13,    495,   1693620,   0.03,  97.10,     10000,      9409
   36 ,  3  ,     20.0000   ,      13.00,      111130,   6.17,    1.54,   3,   6.17,  93.83,   2270,   1626480,   0.13,  93.70,     10000,      9036
   36 ,  3  ,     30.0000   ,      13.00,      123050,   6.84,    2.31,   3,   6.84,  93.16,   2950,   1628640,   0.17,  93.00,     10000,      9048
   36 ,  3  ,     40.0000   ,      13.00,      153665,   8.54,    3.08,   3,   8.54,  91.46,   4015,   1605600,   0.23,  91.23,     10000,      8920
   36 ,  3  ,     50.0000   ,      13.00,      183010,  10.17,    3.85,   3,  10.17,  89.83,   4370,   1574820,   0.25,  89.58,     10000,      8749
   36 ,  3  ,     60.0000   ,      13.00,      236960,  13.16,    4.62,   3,  13.16,  86.84,   6040,   1515960,   0.34,  86.49,     10000,      8422
   36 ,  3  ,     70.0000   ,      13.00,      264125,  14.67,    5.38,   3,  14.67,  85.33,   7135,   1471860,   0.41,  84.91,     10000,      8177
   36 ,  3  ,     80.0000   ,      13.00,      295005,  16.39,    6.15,   3,  16.39,  83.61,   8835,   1456560,   0.50,  83.11,     10000,      8092
   36 ,  3  ,     90.0000   ,      13.00,      288590,  16.03,    6.92,   3,  16.03,  83.97,   7510,   1469700,   0.43,  83.54,     10000,      8165
   36 ,  3  ,    100.0000   ,      13.00,      335145,  18.62,    7.69,   3,  18.62,  81.38,   8835,   1416240,   0.50,  80.88,     10000,      7868
   36 ,  3  ,     10.0000   ,      15.00,       44910,   2.49,    0.67,   3,   2.49,  97.50,    450,   1709640,   0.03,  97.48,     10000,      9498
   36 ,  3  ,     20.0000   ,      15.00,       99330,   5.52,    1.33,   3,   5.52,  94.48,   2010,   1657980,   0.11,  94.37,     10000,      9211
   36 ,  3  ,     30.0000   ,      15.00,      110885,   6.16,    2.00,   3,   6.16,  93.84,   2695,   1643940,   0.15,  93.69,     10000,      9133
   36 ,  3  ,     40.0000   ,      15.00,      139300,   7.74,    2.67,   3,   7.74,  92.26,   3620,   1613880,   0.21,  92.05,     10000,      8966
   36 ,  3  ,     50.0000   ,      15.00,      161755,   8.99,    3.33,   3,   8.99,  91.01,   3845,   1577520,   0.22,  90.79,     10000,      8764
   36 ,  3  ,     60.0000   ,      15.00,      216210,  12.01,    4.00,   3,  12.01,  87.99,   5550,   1543680,   0.32,  87.67,     10000,      8576
   36 ,  3  ,     70.0000   ,      15.00,      236865,  13.16,    4.67,   3,  13.16,  86.84,   6315,   1521000,   0.36,  86.48,     10000,      8450
   36 ,  3  ,     80.0000   ,      15.00,      264555,  14.70,    5.33,   3,  14.70,  85.30,   7965,   1487160,   0.45,  84.85,     10000,      8262
   36 ,  3  ,     90.0000   ,      15.00,      259805,  14.43,    6.00,   3,  14.43,  85.57,   6775,   1493460,   0.39,  85.18,     10000,      8297
   36 ,  3  ,    100.0000   ,      15.00,      302090,  16.78,    6.67,   3,  16.78,  83.22,   7870,   1459260,   0.45,  82.77,     10000,      8107
   36 ,  3  ,     10.0000   ,      17.00,       41700,   2.32,    0.59,   3,   2.32,  97.68,    420,   1722600,   0.02,  97.66,     10000,      9570
   36 ,  3  ,     20.0000   ,      17.00,       88955,   4.94,    1.18,   3,   4.94,  95.06,   1765,   1672020,   0.10,  94.96,     10000,      9289
   36 ,  3  ,     30.0000   ,      17.00,       98590,   5.48,    1.76,   3,   5.48,  94.52,   2390,   1663200,   0.14,  94.39,     10000,      9240
   36 ,  3  ,     40.0000   ,      17.00,      128480,   7.14,    2.35,   3,   7.14,  92.86,   3280,   1637820,   0.19,  92.68,     10000,      9099
   36 ,  3  ,     50.0000   ,      17.00,      145560,   8.09,    2.94,   3,   8.09,  91.91,   3480,   1606320,   0.20,  91.71,     10000,      8924
   36 ,  3  ,     60.0000   ,      17.00,      192155,  10.68,    3.53,   3,  10.68,  89.32,   4945,   1569780,   0.28,  89.04,     10000,      8721
   36 ,  3  ,     70.0000   ,      17.00,      213125,  11.84,    4.12,   3,  11.84,  88.16,   5575,   1545840,   0.32,  87.84,     10000,      8588
   36 ,  3  ,     80.0000   ,      17.00,      244465,  13.58,    4.71,   3,  13.58,  86.42,   7355,   1511640,   0.42,  86.00,     10000,      8398
   36 ,  3  ,     90.0000   ,      17.00,      239385,  13.30,    5.29,   3,  13.30,  86.70,   6315,   1525500,   0.36,  86.34,     10000,      8475
   36 ,  3  ,    100.0000   ,      17.00,      274415,  15.25,    5.88,   3,  15.25,  84.75,   7285,   1490040,   0.41,  84.34,     10000,      8278
   36 ,  3  ,     10.0000   ,      19.00,       38145,   2.12,    0.53,   3,   2.12,  97.88,    375,   1731960,   0.02,  97.86,     10000,      9622
   36 ,  3  ,     20.0000   ,      19.00,       83140,   4.62,    1.05,   3,   4.62,  95.38,   1640,   1669500,   0.09,  95.29,     10000,      9275
   36 ,  3  ,     30.0000   ,      19.00,       87650,   4.87,    1.58,   3,   4.87,  95.13,   2170,   1679760,   0.12,  95.01,     10000,      9332
   36 ,  3  ,     40.0000   ,      19.00,      114260,   6.35,    2.11,   3,   6.35,  93.65,   2920,   1649160,   0.17,  93.49,     10000,      9162
   36 ,  3  ,     50.0000   ,      19.00,      133740,   7.43,    2.63,   3,   7.43,  92.57,   3240,   1634040,   0.18,  92.39,     10000,      9078
   36 ,  3  ,     60.0000   ,      19.00,      171640,   9.54,    3.16,   3,   9.54,  90.46,   4400,   1594620,   0.25,  90.22,     10000,      8859
   36 ,  3  ,     70.0000   ,      19.00,      190435,  10.58,    3.68,   3,  10.58,  89.42,   4865,   1578060,   0.27,  89.15,     10000,      8767
   36 ,  3  ,     80.0000   ,      19.00,      224115,  12.45,    4.21,   3,  12.45,  87.55,   6645,   1540260,   0.38,  87.17,     10000,      8557
   36 ,  3  ,     90.0000   ,      19.00,      215470,  11.97,    4.74,   3,  11.97,  88.03,   5750,   1550340,   0.33,  87.70,     10000,      8613
   36 ,  3  ,    100.0000   ,      19.00,      250275,  13.90,    5.26,   3,  13.90,  86.10,   6585,   1512360,   0.37,  85.72,     10000,      8402
   36 ,  4  ,     10.0000   ,       1.00,      433260,  24.07,   10.00,   4,  24.07,  75.93,  10620,   1094400,   0.73,  75.20,     10000,      6080
   36 ,  4  ,     20.0000   ,       1.00,      641660,  35.65,   20.00,   4,  35.65,  64.35,  22180,    919800,   1.52,  62.84,     10000,      5110
